invoice_id,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,total_amount
550279,21746,SMALL RED RETROSPOT WINDMILL,2,2011-04-15 13:16:00,1.25,14700.0,United Kingdom,2.5
565218,22418,10 COLOUR SPACEBOY PEN,24,2011-09-01 17:45:00,0.85,12739.0,United Arab Emirates,20.4
559525,22626,BLACK KITCHEN SCALES,1,2011-07-10 10:30:00,8.5,16923.0,United Kingdom,8.5
570374,23169,CLASSIC GLASS COOKIE JAR,1,2011-10-10 12:34:00,4.15,14719.0,United Kingdom,4.15
537351,22215,CAKE STAND WHITE TWO TIER LACE,1,2010-12-06 12:23:00,8.5,16898.0,United Kingdom,8.5
497926,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2010-02-15 08:41:00,2.25,12426.0,Germany,13.5
499965,21774,DECORATIVE CATS BATHROOM BOTTLE,2,2010-03-03 13:57:00,1.25,16461.0,United Kingdom,2.5
517001,84992,72 SWEETHEART FAIRY CAKE CASES,120,2010-07-26 11:28:00,0.42,16422.0,United Kingdom,50.4
512685,21843,RED RETROSPOT CAKE STAND,1,2010-06-17 11:46:00,10.95,13971.0,United Kingdom,10.95
555719,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-06-06 15:31:00,8.25,12609.0,Germany,16.5
494490,15056N,EDWARDIAN PARASOL NATURAL,6,2010-01-14 17:20:00,4.95,17850.0,United Kingdom,29.700000000000003
550515,84991,60 TEATIME FAIRY CAKE CASES,1,2011-04-18 17:29:00,0.55,14502.0,United Kingdom,0.55
556474,84991,60 TEATIME FAIRY CAKE CASES,2,2011-06-12 12:01:00,0.55,16007.0,United Kingdom,1.1
569217,23077,DOUGHNUT LIP GLOSS ,20,2011-10-02 12:45:00,1.25,15579.0,United Kingdom,25.0
565990,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-09-08 11:44:00,0.85,13577.0,United Kingdom,17.0
527065,21222,SET/4 BADGES BEETLES,2,2010-10-14 13:57:00,1.25,17751.0,United Kingdom,2.5
567630,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,2011-09-21 13:24:00,1.45,15737.0,United Kingdom,17.4
518314,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,2010-08-06 12:13:00,0.19,13920.0,United Kingdom,18.240000000000002
551033,23207,LUNCH BAG ALPHABET DESIGN,1,2011-04-26 11:32:00,1.65,15039.0,United Kingdom,1.65
500159,22197,SMALL POPCORN HOLDER,6,2010-03-04 18:27:00,0.85,14159.0,United Kingdom,5.1
546984,21121,SET/10 RED POLKADOT PARTY CANDLES,5,2011-03-18 12:35:00,1.25,15019.0,United Kingdom,6.25
557278,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-06-19 12:08:00,7.95,13089.0,United Kingdom,31.8
535992,22355,CHARLOTTE BAG SUKI DESIGN,20,2010-11-29 13:35:00,0.72,14298.0,United Kingdom,14.399999999999999
538367,22492,MINI PAINT SET VINTAGE ,36,2010-12-12 10:48:00,0.65,14800.0,United Kingdom,23.400000000000002
538002,21628,TRIANGULAR POUFFE VINTAGE ,2,2010-12-09 11:48:00,14.95,14932.0,Channel Islands,29.9
537694,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,2010-12-08 10:46:00,2.55,14901.0,United Kingdom,30.599999999999998
545334,85187,S/12 MINI RABBIT EASTER,2,2011-03-01 16:34:00,1.65,15750.0,United Kingdom,3.3
543382,85049G,CHOCOLATE BOX RIBBONS ,3,2011-02-07 16:21:00,1.25,14030.0,United Kingdom,3.75
520405,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2010-08-25 17:27:00,5.95,17338.0,United Kingdom,17.85
560841,22197,POPCORN HOLDER,36,2011-07-21 12:25:00,0.72,14298.0,United Kingdom,25.919999999999998
564821,22561,WOODEN SCHOOL COLOURING SET,3,2011-08-30 12:16:00,1.65,14078.0,United Kingdom,4.949999999999999
564643,82551,LAUNDRY 15C METAL SIGN,5,2011-08-26 13:25:00,1.45,15356.0,United Kingdom,7.25
505889,21907,I'M ON HOLIDAY METAL SIGN,12,2010-04-26 14:14:00,2.1,13012.0,United Kingdom,25.200000000000003
489434,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,2009-12-01 07:45:00,5.95,13085.0,United Kingdom,59.5
570660,22960,JAM MAKING SET WITH JARS,72,2011-10-11 14:18:00,3.75,14866.0,United Kingdom,270.0
525017,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,12,2010-10-03 11:35:00,2.95,13014.0,United Kingdom,35.400000000000006
542662,22555,PLASTERS IN TIN STRONGMAN,12,2011-01-31 12:10:00,1.65,18145.0,United Kingdom,19.799999999999997
544067,20756,GREEN FERN POCKET BOOK,3,2011-02-15 14:02:00,0.85,16431.0,United Kingdom,2.55
577690,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-11-21 11:34:00,0.55,12856.0,United Kingdom,0.55
568198,22505,MEMO BOARD COTTAGE DESIGN,2,2011-09-25 14:52:00,4.95,16771.0,United Kingdom,9.9
498055,85231B,CINAMMON SET OF 9 T-LIGHTS,4,2010-02-16 12:11:00,0.85,14669.0,United Kingdom,3.4
552975,22918,HERB MARKER PARSLEY,12,2011-05-12 13:58:00,0.65,17932.0,United Kingdom,7.800000000000001
574911,22593,CHRISTMAS GINGHAM STAR,12,2011-11-07 15:49:00,0.85,14073.0,United Kingdom,10.2
523776,85099F,JUMBO BAG STRAWBERRY,8,2010-09-24 11:25:00,1.95,15898.0,United Kingdom,15.6
503714,84509F,SET OF 4 NEW ENGLAND PLACEMATS,2,2010-04-06 14:42:00,3.75,13432.0,United Kingdom,7.5
508390,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-05-14 14:34:00,12.75,14296.0,United Kingdom,12.75
511300,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-06-07 15:31:00,6.45,16788.0,United Kingdom,12.9
527942,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-10-19 14:30:00,9.95,14469.0,United Kingdom,19.9
503863,22617,BAKING SET SPACEBOY DESIGN,3,2010-04-08 11:11:00,4.95,15309.0,United Kingdom,14.850000000000001
495385,84869,CANDY BUTTON PHOTO ALBUM,12,2010-01-24 14:30:00,1.95,13209.0,United Kingdom,23.4
569555,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-05 08:17:00,1.25,17728.0,United Kingdom,15.0
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 11:40:00,2.95,16931.0,United Kingdom,2.95
557278,22088,PAPER BUNTING COLOURED LACE,12,2011-06-19 12:08:00,2.95,13089.0,United Kingdom,35.400000000000006
507000,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-05-05 14:09:00,1.25,16746.0,United Kingdom,15.0
535408,21916,SET 12 RETRO WHITE CHALK STICKS,24,2010-11-26 11:24:00,0.42,14934.0,Channel Islands,10.08
519910,21240,BLUE  SPOTTY CUP,8,2010-08-22 13:46:00,0.85,13157.0,United Kingdom,6.8
580505,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2011-12-04 13:32:00,0.21,15867.0,United Kingdom,0.42
513772,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-06-28 13:52:00,0.95,17259.0,United Kingdom,1.9
495059,21314,SMALL GLASS HEART TRINKET POT,4,2010-01-20 16:00:00,2.1,13756.0,United Kingdom,8.4
540021,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,2011-01-04 12:51:00,0.42,17841.0,United Kingdom,10.08
542422,21121,SET/10 RED POLKADOT PARTY CANDLES,4,2011-01-27 19:33:00,1.25,14702.0,United Kingdom,5.0
525416,84849D,HOT BATHS SOAP HOLDER,12,2010-10-05 12:43:00,1.69,16525.0,United Kingdom,20.28
530998,22840,ROUND CAKE TIN VINTAGE RED,2,2010-11-05 11:17:00,7.95,15034.0,United Kingdom,15.9
548541,82580,BATHROOM METAL SIGN,1,2011-03-31 17:59:00,0.55,14957.0,United Kingdom,0.55
525869,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2010-10-07 13:35:00,3.75,14963.0,United Kingdom,7.5
561877,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-31 12:16:00,1.65,16401.0,United Kingdom,16.5
527344,84732D,CUTE RABBIT CEATURE SCREEN ,1,2010-10-15 15:38:00,1.65,13069.0,United Kingdom,1.65
570488,22982,PANTRY PASTRY BRUSH,3,2011-10-10 17:12:00,2.46,14096.0,United Kingdom,7.38
572023,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,16,2011-10-20 11:03:00,2.1,17764.0,United Kingdom,33.6
525017,47556B,TEA TIME TEA TOWELS ,6,2010-10-03 11:35:00,2.95,13014.0,United Kingdom,17.700000000000003
503180,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-03-30 14:14:00,1.95,12836.0,United Kingdom,3.9
514369,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-07-02 08:26:00,1.25,12477.0,Germany,15.0
510733,47579,TEA TIME BREAKFAST BASKET,6,2010-06-03 11:12:00,2.1,15502.0,United Kingdom,12.600000000000001
520511,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,18,2010-08-26 13:22:00,3.81,15497.0,United Kingdom,68.58
498345,21691,SILVER VANILLA FLOWER CANDLE POT,4,2010-02-18 11:53:00,3.75,13431.0,United Kingdom,15.0
570113,22721,SET OF 3 CAKE TINS SKETCHBOOK,8,2011-10-07 12:31:00,4.95,15874.0,United Kingdom,39.6
536527,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-01 13:04:00,1.65,12662.0,Germany,19.799999999999997
571653,35923,CANDY HEART HANGING DECORATION,96,2011-10-18 12:17:00,0.39,14298.0,United Kingdom,37.44
510445,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,2010-05-30 15:58:00,0.85,18069.0,United Kingdom,2.55
512787,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,6,2010-06-18 08:58:00,2.95,14492.0,United Kingdom,17.700000000000003
556685,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-06-14 10:00:00,0.83,14503.0,United Kingdom,9.959999999999999
539089,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-16 09:46:00,2.95,15246.0,United Kingdom,17.700000000000003
528585,22983,"CARD, BILLBOARD FONT",12,2010-10-22 13:44:00,0.42,17191.0,United Kingdom,5.04
495381,22189,CREAM HEART CARD HOLDER,8,2010-01-24 13:54:00,3.95,13327.0,United Kingdom,31.6
490166,22348,TEA BAG PLATE RED SPOTTY ,12,2009-12-04 11:32:00,0.85,14735.0,United Kingdom,10.2
574744,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-11-07 07:38:00,2.08,16612.0,United Kingdom,20.8
562776,22637,PIGGY BANK RETROSPOT ,4,2011-08-09 12:23:00,2.55,14180.0,United Kingdom,10.2
544160,22859,EASTER TIN BUNNY BOUQUET,6,2011-02-16 12:49:00,1.65,16494.0,United Kingdom,9.899999999999999
562963,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,2011-08-11 10:29:00,1.45,13203.0,United Kingdom,17.4
558084,20984,12 PENCILS TALL TUBE POSY,24,2011-06-26 11:47:00,0.29,14837.0,United Kingdom,6.959999999999999
560882,15036,ASSORTED COLOURS SILK FAN,36,2011-07-21 15:47:00,0.83,17213.0,United Kingdom,29.88
563935,84992,72 SWEETHEART FAIRY CAKE CASES,2,2011-08-21 16:24:00,0.55,15547.0,United Kingdom,1.1
570717,22271,FELTCRAFT DOLL ROSIE,12,2011-10-12 10:35:00,2.95,17173.0,United Kingdom,35.400000000000006
542789,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,2011-02-01 10:38:00,5.95,17511.0,United Kingdom,71.4
567878,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-09-22 14:42:00,0.55,16910.0,United Kingdom,2.2
504864,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,6,2010-04-18 12:14:00,0.42,13262.0,United Kingdom,2.52
549546,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2011-04-10 11:24:00,0.29,16889.0,United Kingdom,3.4799999999999995
514289,20692,FLORAL ELEPHANT SOFT TOY,3,2010-07-01 12:12:00,4.25,13735.0,United Kingdom,12.75
560997,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-07-22 13:59:00,0.29,12627.0,Germany,6.959999999999999
539307,22834,HAND WARMER BABUSHKA DESIGN,120,2010-12-16 17:43:00,0.85,13694.0,United Kingdom,102.0
540552,22470,HEART OF WICKER LARGE,6,2011-01-10 09:44:00,2.95,16350.0,United Kingdom,17.700000000000003
505708,21905,MORE BUTTER METAL SIGN ,2,2010-04-25 12:15:00,2.1,13782.0,United Kingdom,4.2
490953,21274,EMBOSSED HEART 3 DRAWER SHELF,1,2009-12-08 14:56:00,12.75,13204.0,United Kingdom,12.75
562649,22426,ENAMEL WASH BOWL CREAM,4,2011-08-08 13:11:00,3.75,14606.0,United Kingdom,15.0
555285,84313C,ORANGE TV TRAY TABLE ,186,2011-06-02 09:38:00,1.95,14298.0,United Kingdom,362.7
576851,22153,ANGEL DECORATION STARS ON DRESS,2,2011-11-16 15:41:00,0.42,15967.0,United Kingdom,0.84
574165,21287,SCENTED VELVET LOUNGE CANDLE ,72,2011-11-03 11:36:00,0.38,14815.0,United Kingdom,27.36
490512,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,2,2009-12-06 14:54:00,4.95,14606.0,United Kingdom,9.9
492813,21494,ROTATING LEAVES T-LIGHT HOLDER,19,2009-12-20 13:14:00,2.55,17920.0,United Kingdom,48.449999999999996
506715,48194,DOOR MAT HEARTS,6,2010-05-02 15:48:00,7.49,13113.0,United Kingdom,44.94
513953,21465,PINK FLOWER CROCHET FOOD COVER,6,2010-06-29 14:14:00,3.75,14426.0,United Kingdom,22.5
499692,21448,12 DAISY PEGS IN WOOD BOX,12,2010-03-02 10:49:00,1.65,16946.0,United Kingdom,19.799999999999997
569694,23320,GIANT 50'S CHRISTMAS CRACKER,36,2011-10-05 15:24:00,2.89,17735.0,United Kingdom,104.04
568989,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-09-29 16:41:00,2.08,14709.0,United Kingdom,20.8
535967,22300,COFFEE MUG DOG + BALL DESIGN,18,2010-11-29 12:46:00,2.55,14510.0,United Kingdom,45.9
524877,22551,PLASTERS IN TIN SPACEBOY,1,2010-10-01 10:33:00,1.65,13069.0,United Kingdom,1.65
523012,82583,HOT BATHS METAL SIGN,12,2010-09-20 10:08:00,2.1,17163.0,United Kingdom,25.200000000000003
516137,21754,HOME BUILDING BLOCK WORD,3,2010-07-16 16:07:00,5.95,17680.0,United Kingdom,17.85
566082,23020,GLASS  SONGBIRD STORAGE JAR,1,2011-09-09 10:09:00,12.5,16293.0,United Kingdom,12.5
572066,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-10-20 13:07:00,2.95,15159.0,United Kingdom,17.700000000000003
526039,20685,DOORMAT RED RETROSPOT,10,2010-10-08 11:48:00,6.75,15144.0,United Kingdom,67.5
525060,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-10-03 14:13:00,1.69,14462.0,United Kingdom,8.45
559897,84050,PINK HEART SHAPE EGG FRYING PAN,72,2011-07-13 12:18:00,1.25,16779.0,United Kingdom,90.0
535684,22249,DECORATION WHITE CHICK MAGIC GARDEN,3,2010-11-28 12:49:00,0.85,16359.0,United Kingdom,2.55
514514,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2,2010-07-04 13:59:00,4.25,15976.0,United Kingdom,8.5
495280,21239,PINK  SPOTTY CUP,8,2010-01-22 12:24:00,0.85,12708.0,Germany,6.8
569405,22045,SPACEBOY GIFT WRAP,25,2011-10-04 09:05:00,0.42,15241.0,United Kingdom,10.5
505578,21874,GIN AND TONIC MUG,12,2010-04-23 12:12:00,1.25,15306.0,United Kingdom,15.0
546223,22088,PAPER BUNTING COLOURED LACE,6,2011-03-10 12:22:00,2.95,14854.0,United Kingdom,17.700000000000003
561507,22727,ALARM CLOCK BAKELIKE RED ,4,2011-07-27 14:21:00,3.75,12397.0,Belgium,15.0
563246,21733,RED HANGING HEART T-LIGHT HOLDER,12,2011-08-15 10:57:00,2.95,13089.0,United Kingdom,35.400000000000006
530259,22781,GUMBALL MAGAZINE RACK,2,2010-11-02 11:33:00,7.65,12476.0,Germany,15.3
513015,21562,HAWAIIAN GRASS SKIRT ,6,2010-06-21 11:38:00,2.1,15819.0,United Kingdom,12.600000000000001
531767,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,3,2010-11-09 14:04:00,1.25,17841.0,United Kingdom,3.75
551171,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-04-26 16:45:00,2.95,13263.0,United Kingdom,5.9
523922,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010-09-24 16:24:00,1.65,13141.0,United Kingdom,16.5
515096,22611,VINTAGE UNION JACK SHOPPING BAG,3,2010-07-08 11:44:00,4.95,16539.0,United Kingdom,14.850000000000001
566734,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,2011-09-14 14:09:00,3.29,16910.0,United Kingdom,3.29
516954,22651,GENTLEMAN SHIRT REPAIR KIT ,4,2010-07-25 15:40:00,0.85,13137.0,United Kingdom,3.4
561258,23173,REGENCY TEAPOT ROSES ,2,2011-07-26 12:03:00,9.95,15513.0,United Kingdom,19.9
530731,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-11-04 11:48:00,2.95,15270.0,United Kingdom,17.700000000000003
502759,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,108,2010-03-26 13:46:00,1.25,14646.0,Netherlands,135.0
558382,23028,DRAWER KNOB CRACKLE GLAZE BLUE,24,2011-06-28 17:28:00,1.65,17997.0,United Kingdom,39.599999999999994
521896,22383,LUNCH BAG SUKI  DESIGN ,10,2010-09-09 12:19:00,1.65,12682.0,France,16.5
490063,84497,BUTTONS AND STRIPES NOTEBOOK ,1,2009-12-03 13:49:00,3.75,17271.0,United Kingdom,3.75
546944,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-03-18 11:13:00,9.95,14701.0,United Kingdom,19.9
522073,22470,HEART OF WICKER LARGE,6,2010-09-12 10:49:00,2.95,16787.0,United Kingdom,17.700000000000003
557995,21696,SMALL SILVER TRELLIS CANDLEPOT,6,2011-06-24 10:44:00,2.95,17979.0,United Kingdom,17.700000000000003
568346,21466,RED FLOWER CROCHET FOOD COVER,1,2011-09-26 15:28:00,7.46,14096.0,United Kingdom,7.46
554043,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-05-20 14:47:00,7.95,16832.0,United Kingdom,15.9
494359,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2010-01-13 15:24:00,2.55,17962.0,United Kingdom,2.55
570841,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-10-12 14:18:00,11.95,12553.0,France,47.8
566822,23389,SPACEBOY MINI BACKPACK,4,2011-09-15 11:33:00,4.15,17677.0,United Kingdom,16.6
543188,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,12,2011-02-04 11:45:00,2.55,12567.0,France,30.599999999999998
500353,21240,BLUE  SPOTTY CUP,8,2010-03-07 15:25:00,0.85,12668.0,Germany,6.8
530508,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-11-03 12:05:00,2.95,16623.0,United Kingdom,17.700000000000003
508074,22606,WOODEN SKITTLES GARDEN SET,1,2010-05-12 16:03:00,15.95,17897.0,United Kingdom,15.95
525862,22625,RED KITCHEN SCALES,1,2010-10-07 13:21:00,8.5,14606.0,United Kingdom,8.5
496987,21248,DOOR HANGER  MUM + DADS ROOM,24,2010-02-05 11:21:00,1.25,14607.0,United Kingdom,30.0
535677,22867,HAND WARMER BIRD DESIGN,2,2010-11-28 12:15:00,2.1,14546.0,United Kingdom,4.2
553856,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-05-19 13:28:00,2.95,16813.0,United Kingdom,2.95
570413,22424,ENAMEL BREAD BIN CREAM,2,2011-10-10 13:13:00,12.75,17652.0,United Kingdom,25.5
545148,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-28 12:14:00,2.1,13675.0,United Kingdom,25.200000000000003
546545,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,2011-03-14 15:48:00,9.95,16804.0,United Kingdom,9.95
522125,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-09-13 09:37:00,5.45,16558.0,United Kingdom,16.35
580074,21866,UNION JACK FLAG LUGGAGE TAG,12,2011-12-01 14:06:00,1.25,15028.0,United Kingdom,15.0
534870,22129,PARTY CONES CANDY TREE DECORATION,6,2010-11-24 14:29:00,0.85,17601.0,United Kingdom,5.1
526246,22669,RED BABY BUNTING ,5,2010-10-11 09:44:00,2.95,12909.0,United Kingdom,14.75
574514,23168,CLASSIC CAFE SUGAR DISPENSER,36,2011-11-04 13:34:00,1.04,15311.0,United Kingdom,37.44
508100,22115,METAL SIGN EMPIRE TEA,6,2010-05-13 09:57:00,2.95,15805.0,United Kingdom,17.700000000000003
515324,22469,HEART OF WICKER SMALL,5,2010-07-11 12:36:00,1.65,13595.0,United Kingdom,8.25
521226,22440,BALLOON WATER BOMB PACK OF 35,5,2010-09-03 10:49:00,0.42,16719.0,United Kingdom,2.1
523004,20728,LUNCH BAG CARS BLUE,1,2010-09-19 16:18:00,1.65,13451.0,United Kingdom,1.65
558194,16237,SLEEPING CAT ERASERS,5,2011-06-27 12:28:00,0.21,14583.0,United Kingdom,1.05
575041,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-11-08 12:01:00,2.08,17289.0,United Kingdom,4.16
568198,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2011-09-25 14:52:00,1.65,16771.0,United Kingdom,9.899999999999999
563384,90094,NECKLACE+BRACELET SET FRUIT SALAD ,1,2011-08-16 10:52:00,2.55,17315.0,United Kingdom,2.55
537822,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-12-08 14:22:00,3.75,13523.0,United Kingdom,22.5
539395,22961,JAM MAKING SET PRINTED,48,2010-12-17 11:52:00,1.45,12471.0,Germany,69.6
545995,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-03-08 13:54:00,2.1,15023.0,United Kingdom,4.2
574964,22549,PICTURE DOMINOES,72,2011-11-08 10:29:00,1.25,13329.0,United Kingdom,90.0
575610,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-10 12:45:00,2.1,16628.0,United Kingdom,12.600000000000001
540247,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-05 15:56:00,1.69,15464.0,United Kingdom,13.52
568984,22508,DOORSTOP RETROSPOT HEART,1,2011-09-29 15:57:00,3.75,17813.0,United Kingdom,3.75
529813,22296,HEART IVORY TRELLIS LARGE,12,2010-10-31 11:09:00,1.65,13888.0,United Kingdom,19.799999999999997
559937,48187,DOORMAT NEW ENGLAND,2,2011-07-14 10:11:00,7.95,13577.0,United Kingdom,15.9
568136,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-09-25 10:30:00,1.65,13630.0,United Kingdom,158.39999999999998
518076,85152,HAND OVER THE CHOCOLATE   SIGN ,3,2010-08-04 13:42:00,2.1,15456.0,United Kingdom,6.300000000000001
567850,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-22 13:18:00,4.95,15067.0,United Kingdom,19.8
497929,22308,TEA COSY BLUE STRIPE,12,2010-02-15 09:20:00,2.55,14302.0,United Kingdom,30.599999999999998
568895,21907,I'M ON HOLIDAY METAL SIGN,3,2011-09-29 13:11:00,2.1,15356.0,United Kingdom,6.300000000000001
547087,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,72,2011-03-20 15:58:00,0.42,12726.0,France,30.24
538671,18098C,PORCELAIN BUTTERFLY OIL BURNER,48,2010-12-13 16:38:00,2.55,15777.0,United Kingdom,122.39999999999999
573780,22430,ENAMEL WATERING CAN CREAM,4,2011-11-01 11:12:00,4.95,17503.0,United Kingdom,19.8
577855,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,2011-11-22 11:18:00,2.89,15877.0,United Kingdom,2.89
526211,20932,PINK POT PLANT CANDLE,3,2010-10-10 13:51:00,3.75,16593.0,United Kingdom,11.25
535269,22667,RECIPE BOX RETROSPOT ,8,2010-11-25 13:38:00,2.95,14597.0,United Kingdom,23.6
503790,22349,"DOG BOWL , CHASING BALL DESIGN",2,2010-04-07 12:45:00,3.75,13174.0,United Kingdom,7.5
501694,21906,PHARMACIE FIRST AID TIN,2,2010-03-18 18:25:00,6.75,16668.0,United Kingdom,13.5
576228,22150,3 STRIPEY MICE FELTCRAFT,2,2011-11-14 13:12:00,1.95,15033.0,United Kingdom,3.9
492749,22172,METAL SHELF WITH RAIL ,4,2009-12-18 13:35:00,8.5,14911.0,EIRE,34.0
519115,22478,BIRDHOUSE GARDEN MARKER ,4,2010-08-13 11:59:00,1.25,17639.0,United Kingdom,5.0
532324,84754,S/15 SILVER GLASS BAUBLES IN BAG,24,2010-11-11 15:21:00,1.25,12924.0,United Kingdom,30.0
517749,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,2010-08-02 09:38:00,1.65,15200.0,United Kingdom,19.799999999999997
561325,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-07-26 13:46:00,0.85,17596.0,United Kingdom,0.85
544338,22898,CHILDRENS APRON APPLES DESIGN,8,2011-02-18 08:47:00,1.95,12852.0,United Kingdom,15.6
557595,23188,VINTAGE  2 METER FOLDING RULER,5,2011-06-21 11:19:00,1.65,15507.0,United Kingdom,8.25
531922,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2010-11-10 12:09:00,0.55,17974.0,United Kingdom,0.55
578335,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-24 09:06:00,2.49,17481.0,United Kingdom,14.940000000000001
561926,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-01 12:48:00,1.69,12749.0,United Kingdom,13.52
545797,82552,WASHROOM METAL SIGN,3,2011-03-07 12:17:00,1.45,16225.0,United Kingdom,4.35
504885,84795A,PASTEL STRIPE HAMMOCK ,1,2010-04-18 13:31:00,7.95,17969.0,United Kingdom,7.95
491068,21930,JUMBO STORAGE BAG SKULLS,2,2009-12-09 12:18:00,1.95,15768.0,United Kingdom,3.9
532445,22505,MEMO BOARD COTTAGE DESIGN,1,2010-11-12 11:31:00,4.95,17772.0,United Kingdom,4.95
549690,22921,HERB MARKER CHIVES ,1,2011-04-11 13:41:00,0.65,17841.0,United Kingdom,0.65
553153,22961,JAM MAKING SET PRINTED,12,2011-05-13 14:56:00,1.45,13089.0,United Kingdom,17.4
558534,21993,FLORAL FOLK STATIONERY SET,12,2011-06-30 11:54:00,1.25,13988.0,United Kingdom,15.0
575514,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-11-10 10:40:00,0.85,12541.0,Spain,10.2
537813,22837,HOT WATER BOTTLE BABUSHKA ,24,2010-12-08 13:38:00,4.65,18259.0,United Kingdom,111.60000000000001
578809,23583,LUNCH BAG PAISLEY PARK  ,20,2011-11-25 13:23:00,1.65,13048.0,United Kingdom,33.0
505877,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-04-26 13:33:00,0.65,12921.0,United Kingdom,20.8
563755,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-08-19 10:58:00,5.45,17612.0,United Kingdom,16.35
562096,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-08-02 13:16:00,2.55,15311.0,United Kingdom,2.55
