Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Hawï¿½,Hawï¿½,Maluma,7/29/2020,USSD12000190,415,75.3,"1,289,186,767","123,303","48,973,048",73.0,"1,464,055,196","7,754,280","729,784","9,309,533","131,926,571","371,508,169",201.0,"80,055",98,86.0,"5,370,315",99.0,"105,490,212","45,106",,"2,387,272",,0
Up,Up (Instrumental),Cardi B,2/4/2021,USAT22100061,664,59.1,"646,916,214","97,970","34,102,798",65.0,"496,850,951","6,266,644","2,776,485","885,852,462","6,912,025,468","66,038,736",173.0,"15,142",869,60.0,"214,629",40.0,"147,844,649","104,705",,"3,173,352",,1
Numero Uno,Numero Uno,Dan-E-MC,6/15/2022,ITC152220010,"4,007",21.3,"1,224",3,695,,"389,845,206","2,639,618",,,,"1,641,197",,3,,,,,,,,,,0
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,MX1721600892,863,52.2,"478,494,818","53,736","20,478,756",67.0,"2,148,970,473","6,055,824","43,294","16,884,958","145,723,405","43,699,996",37.0,"10,958",24,8.0,"55,460",10.0,"239,441,848","95,937",,"3,116,053",,0
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413261,"2,408",29.0,"29,089,538","1,933","2,045,965",72.0,"39,607,373","513,074","2,906","2,701,200","28,210,200","3,169,280",6.0,156,,,,,"57,995",100,,"43,383",,0
Otro Trago,Sueï¿½ï,Sech,4/18/2019,QM9WM1900120,"1,172",43.8,"693,061,510","73,605","21,529,712",63.0,"1,315,371,330","9,042,596","263,379","6,844,512","81,046,643","278,722,746",56.0,"11,331",30,9.0,"344,693",38.0,"80,895,090","47,467",,"3,179,632",,1
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,129.4,"1,378,494",351,"43,395",34.0,"1,022,331","22,739","7,702,832","90,289,248","1,272,592,848",,,,,,,,,,,"50,550",,0
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,7/24/2019,USQX91901353,"4,305",20.3,"630,875,899","83,848","18,713,760",64.0,"245,967,184","2,535,205","81,557","9,566,647","45,789,592","251,834,799",68.0,"4,056",,33.0,"1,063,865",27.0,"22,424,470","8,924","2,384,030","2,215,820",,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,USRC12203634,"3,351",23.7,"64,851,689","10,684","6,385,271",57.0,"26,844,412","215,475","56,800","9,759,230","127,114,832","5,768,557",52.0,"125,036","1,319",14.0,"226,409",26.0,"27,917,367","3,645",,"1,254,913",,1
Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60.0,"1,448,173,030","156,477","70,813,159",70.0,"1,341,625,876","6,392,667","625,362","38,376,453","354,361,373","319,055,884",145.0,"21,249",58,58.0,"3,650,942",26.0,"177,618,696","48,208",,"3,026,321",,1
Bones,Bones,Imagine Dragons,3/11/2022,USUM72201759,180,112.0,"1,227,475,431","180,053","70,861,210",78.0,"584,854,654","6,691,488","341,199","191,133,207","2,255,843,288","3,064,084,870",94.0,"305,868","1,789",47.0,"1,718,874",67.0,"124,506,820","66,190",,"7,031,981",,0
Let You Down,Let You Down,NF,9/15/2017,USUM71708226,"1,034",47.2,"1,472,430,869","187,536","40,032,849",73.0,"668,707,222","7,011,620","754,672","35,519,027","270,757,450","128,349,191",68.0,"67,662",137,30.0,"104,624",11.0,"484,243,114","237,879",,"8,887,316",,0
Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,"1,670,164,200","171,120","93,127,826",78.0,"721,445,001","8,290,855","381,926","125,662,413","805,399,161","1,840,306,341",254.0,"811,625",408,131.0,"1,195,898",59.0,"137,719,148","80,750",,"6,307,292",,0
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80.0,"28,464",170,29.0,"394,359",64.0,"6,768,367","3,258",,"1,358,270",,0
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,5/16/2011,USUAN1400011,"1,018",47.6,"11,477,477","7,679","1,490,705",36.0,"11,457,166","123,604","31,963,934","23,474,223,833","233,232,311,463","1,418,397",4.0,"2,557",,1.0,"43,207",1.0,,,,"1,177,639",,0
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,1/1/2009,USUM70965169,"2,817",26.4,"1,423,655,688","306,620","108,479,481",76.0,"190,741,649","1,734,831","498,488","96,154,828","680,999,560",,281.0,"1,708",434,150.0,"2,704,374",86.0,"348,819,350","770,388",,"11,916,814",,0
El Efecto,El Efecto,Rauw Alejandro,3/15/2019,QM4TX1940916,"1,766",34.7,"580,054,244","72,991","32,213,511",72.0,"994,008,600","4,660,138","224,269","39,436,962","404,797,553","153,838,066",26.0,"7,887",20,11.0,"252,415",22.0,"23,201,439","5,578",,"2,734,291",,0
get him back!,GUTS,Olivia Rodrigo,9/8/2023,USUG12304099,971,49.0,"287,724,574","25,460","15,517,447",,"54,771,296","818,500","485,830","47,532,963","469,327,093","1,298,782,751",47.0,56,34,29.0,"1,998,239",43.0,"6,371,213","20,559","910,103","770,996",,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,12/5/2008,FRZID0900480,"3,778",22.0,"923,932,404","261,469","53,941,189",63.0,"589,202,937","3,297,320","818,905","254,252,068","1,972,131,587","146,327,127",64.0,"23,424",20,62.0,"1,176,459",24.0,"215,592,925","162,928",,"8,619,668",,0
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,4/27/2023,BCSUV2303160,"4,244",20.5,"36,593,527","4,601","3,863,720",55.0,"94,498,808","630,206","472,200","64,661,196","1,517,249,875","18,850,454",1.0,2,,,,2.0,,,,"334,171",,0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,USUM72400408,"1,955",32.6,"89,513,100",132,"63,750",,,,,,,,30.0,"78,325",,,,,,,,,,0
Por Dentro,Por Dentro,Rels B,11/23/2023,UYB282376016,"3,709",22.2,"105,759,424","7,383","10,819,131",,"52,609,155","629,604",,,,"276,735,397",10.0,"1,812",44,21.0,"12,178,185",14.0,"114,291",,,"114,185",,1
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,8/11/2017,USWB11701181,805,54.0,"1,382,191,196","119,969","51,471,665",66.0,"1,318,325,154","6,888,667","624,291","24,379,364","260,253,261","1,408,688,467",5.0,"201,437",652,39.0,"220,305",64.0,"611,963,837","298,341",,,,0
Por Clave el 13,Seguimos Irremediables,Betillo Guerrero,2/7/2022,QZDQH2160812,"4,440",19.8,"92,981,184","12,775","1,505,898",54.0,"104,515,384","562,370","1,348,200","62,716,990","848,741,537",,,3,,,,1.0,"4,488,013","4,004",,"572,854",,1
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,QZZ4J2400019,730,56.7,"167,431,139","10,335","116,287,670",90.0,"28,987,197","443,524",,"16,577,348","235,871,001","148,521,798",26.0,"14,654",416,26.0,"8,022,044",52.0,"579,514","5,469","2,893,625","932,674",,1
Out Of My Hands,WE STILL DON'T TRUST YOU,Future,4/12/2024,USSM12403103,"4,062",21.1,"19,420,471","5,261","2,177,045",,"2,121,380","35,442",,,,,1.0,27,,,,,"149,594",198,,"91,683",,1
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55.6,"1,263,989,128","156,671","25,905,453",72.0,"795,828,166","8,115,938","35,383","8,434,416","78,005,488","508,823,655",128.0,"117,516",394,166.0,"396,114",25.0,"230,614,636","107,631","18,209,981","5,216,769",,1
Ruin,Ruin,USHER,2/2/2024,QZS7J2388470,"3,296",23.9,"19,485,870","2,963","10,829,291",,"8,261,042","139,661",,,,"85,979,923",38.0,"37,311",155,4.0,"98,287",32.0,"3,504,611",728,"306,630","330,495",,0
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,12/7/2012,USAT21206701,"4,187",20.7,"2,106,040,891","231,184","111,114,931",81.0,"275,768,987","2,172,034","237,576","72,740,220","624,816,222","27,825,601",104.0,"152,868",228,184.0,"1,054,128",39.0,,,,,,0
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,"538,918,222","73,149","29,404,069",70.0,"992,302,781","6,629,367","260,418","26,028,741","149,188,520","184,669,606",43.0,"5,481",66,20.0,"206,290",17.0,"196,398,467","707,576","313,957","3,052,967",,0
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,8/30/2017,USUM71709292,"1,763",34.7,"1,206,495,254","92,624","27,086,243",68.0,"729,438,090","3,360,678","2,283","8,158,792","50,038,733","631,907,969",131.0,"99,290",130,67.0,"471,585",42.0,"357,633,540","82,582",,"11,431,801",,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,MXF011400582,"3,310",23.9,"657,268,053","85,246","30,225,538",74.0,"1,022,323,850","6,592,447","1,278,026","307,053,317","2,833,651,298","13,674,137",62.0,"7,945",63,39.0,"1,228,654",62.0,"24,982,305","20,136",,,,0
Something About You,Something About You,Eyedress,6/3/2021,GBMYF2000174,"2,162",30.9,"438,511,316","96,233","22,697,396",77.0,"27,188,286","573,905","150,543","73,826,869","434,155,492","1,722,430",4.0,422,37,3.0,"18,857",8.0,"1,559,941","3,275","18,538,652","1,611,142",,0
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,QZ5FN2369288,239,100.3,"42,761",80,"1,636",16.0,"1,138,846,819","2,113,492",,,,,,5,,,,,,,,449,,0
Numb / Encore,Papercuts,JAY-Z,4/12/2024,USWB12400678,30,256.0,"1,003,215,671",128,"485,454",,,,,,,,,,,,,,"179,867,721","87,209",,"4,474,248",,1
Esta Vida,Esta Vida - Single,Marshmello,4/13/2023,USSD12300013,"2,719",27.0,"94,359,848","23,027","26,530,704",61.0,"66,093,104","558,819","52,600","645,712","13,515,544","112,544,154",37.0,"53,605",,51.0,"759,785",17.0,"5,455,072","1,197",,"1,195,281",,0
Spokojnie,Ninja,HOT DONUTS,2/26/2023,GBMJG2302966,"1,807",34.2,,1,17,,"407,197,875","1,302,211",,,,,,1,,,,,,,,,,0
20 Tragos,20 Tragos,Yiï¿½,11/25/2022,USL4Q2255557,"2,568",27.9,"477,396",29,"18,081",,"388,682,045","2,199,489",20,"3,983","52,662","2,285,487",,7,,,,,,,,315,,1
Beautiful Crazy,Beautiful Crazy,Luke Combs,5/4/2018,US6XF1700259,"1,511",37.8,"828,103,564","83,834","17,064,586",77.0,"594,679,967","2,844,786","276,496","13,757,610","122,040,522","547,486,841",54.0,32,33,12.0,"8,375",14.0,"494,840,019","316,862","1,653,812","1,837,804",,0
Enemy - Radio Edit,"NOW That's What I Call Music!, Vol. 82",Imagine Dragons,5/6/2022,USUM72019717,"1,886",33.4,"820,953",204,"16,612",22.0,"38,888,242","500,894",,,,,,"576,584",,,,,,,,,,0
TQG,TQG,KAROL G,2/23/2023,USUM72222541,80,167.8,"1,024,381,758","78,554","69,319,589",78.0,"1,102,289,596","8,953,293","457,111","15,048,444","248,168,852","1,174,053,183",138.0,"149,584",38,84.0,"8,850,320",131.0,"68,022,934","16,511","164,895","3,488,226",,1
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2/10/2015,USUG11500923,"1,195",43.4,"1,667,089,416","97,707","24,754,802",69.0,"955,666,073","8,354,260","331,766","121,101,434","1,048,617,583","203,635,578",26.0,,91,11.0,"278,161",20.0,"1,063,784,773","693,592","13,875,776",,,1
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,QZAKB2166405,"1,389",39.7,"325,902,688","119,047","39,606,593",70.0,"1,958,012","26,829","72,700","15,284,294","127,015,419","9,060",90.0,"84,205",,45.0,"328,312",62.0,"150,099","1,128",,,,0
Volando (Remix),Volando (Remix),Mora,7/8/2021,QMFME2105596,"1,052",46.8,"701,919,939","105,247","22,304,375",68.0,"560,364,244","2,647,485","26,200","9,024,221","74,137,126","45,891,350",85.0,"14,824",15,21.0,"301,957",22.0,"14,229,625","2,125",,"1,404,755",,1
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,QMKSC1800039,"2,782",26.6,"651,863,663","122,266","17,925,064",62.0,"364,860,562","3,465,425","137,815","50,621,671","318,020,837","133,910,430",38.0,"34,933",223,10.0,"12,666",1.0,"163,918,855","129,261",,"3,263,766",,1
ýýýýýý,ýýýýýý - Single,YOASOBI,10/1/2022,JPP302200613,"4,265",20.4,"140,194,014","16,841","3,520,046",58.0,"180,515,322","910,440","32,900","3,919,101","80,078,422","80,802,280",12.0,877,,2.0,"7,643",2.0,"406,213",115,,"196,568",,0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,USUM71700575,"1,520",37.7,"874,864,898","78,015","21,590,960",66.0,"340,287,969","1,528,388","252,414","1,148,124","12,493,072","384,943,254",103.0,"183,258",444,14.0,"13,156",42.0,"637,093,831","511,767","20,463,147","3,691,205",,0
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,"188,154,454","6,068","47,264,152",82.0,"124,152,999","632,963",,"2,121,100","27,500,000","528,622,354",32.0,18,,13.0,"1,810,337",6.0,"6,288,446","4,696",,"445,052",,0
ýýýýýýýýýý ýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýý,Eslam Kabonga,6/16/2023,EGA262306597,"4,407",19.9,"13,608,243",23,178,,,,,,,,,,,,,,,,"15,667,505",,,0
"Salamin, Salamin",Talaarawan - EP,BINI,3/8/2024,PHS032402600,"4,156",20.8,"58,823,260","1,070","13,784,216",78.0,"30,355,534","290,040",,"2,121,743","25,814,718","36,077,293",5.0,190,,2.0,"74,524",,,,,"13,910",,0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,USRC11903813,"1,054",46.8,"1,104,008,150","173,612","51,608,714",72.0,"431,904,675","4,882,117","612,500","304,312,367","2,922,804,533","42,354,537",72.0,"88,909",,35.0,"997,273",3.0,"19,854,772","17,812",,"10,511,473",,0
Volvï¿,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,Didi Romero,1/11/2023,QZTJ32100010,"1,192",43.4,"47,586",60,"2,805",,"543,509,003","3,372,617",,,,"560,891,372",,,,,,,,,,136,,0
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,INS181802942,"3,515",23.0,"74,027,513","5,648","3,808,001",59.0,"1,014,261,335","4,638,798",,,,"105,077,396",1.0,"1,310",,,,2.0,,,,"168,398",,0
We Still Don't Trust You,WE STILL DON'T TRUST YOU,Future,4/12/2024,USSM12403111,823,53.4,"64,193,671","9,077","15,569,468",,"10,688,644","234,397",,,,"65,527,813",31.0,"2,523",,28.0,"1,345,845",,"695,510",733,"992,266","349,821",,1
Jericho,Jericho - Single,Iniko,4/15/2023,USQX92302565,"1,673",35.7,"138,403,252","46,111","11,577,648",65.0,"64,556,961","972,951","1,574","174,247","1,386,456","956,293,267",14.0,"3,434",,15.0,"65,584",1.0,"3,879,769","8,587",,"3,154,736",,0
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,2/12/2021,USRC12100138,"1,715",35.3,"439,034,558","90,145","20,519,485",64.0,"115,408,379","1,213,873","269,475","31,650,070","296,160,904","48,805,502",130.0,"263,933",105,63.0,"1,248,937",40.0,"42,849,405","28,351",,"3,598,273",,0
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,5/19/2023,USPJT2300015,"2,284",30.0,"79,621,215","31,102","3,889,566",70.0,"87,320,948","873,405",,,,"191,016,370",20.0,673,2,11.0,"246,651",18.0,"4,474,215","10,838",,"567,381",,0
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,USAT21203287,"1,602",36.6,"2,004,657,631","277,766","134,689,771",83.0,"1,400,581,749","9,714,447","49,296","11,894,522","91,255,671","1,689,353,351",150.0,"378,433",291,214.0,"1,260,461",51.0,,,"29,413,705","715,420",,0
Dreaming,Dreaming,Marshmello,10/20/2023,USRC12302211,"1,716",35.3,"42,151,775","8,420","9,908,087",,"2,897,871","28,056","1,995","235,368","4,725,722","13,532,423",28.0,"133,206",81,31.0,"6,416,946",36.0,"2,632,016",315,,"1,043,257",,0
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364183,"1,398",39.6,"226,576,178","32,219","19,829,075",78.0,"37,510,571","455,214","4,562","10,845,422","92,737,977","29,122",31.0,"3,898",67,13.0,"661,964",11.0,"5,226,528","1,565",,"335,905",,1
Through Da Storm,Die A Legend,Polo G,6/7/2019,USQX91901170,"1,800",34.3,"351,007,818","105,025","7,074,555",64.0,"186,297,690","1,709,390","16,973","8,083,973","55,106,493","6,427,525",2.0,283,,11.0,"8,973",,"51,567,061","32,915","66,792,003","713,131",,1
MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,DJ GLK,8/5/2022,BXIV82279381,"2,689",27.2,,"6,258","1,213,114",,,,"2,809,514","97,960,938","1,396,251,598",,,,,,,,,,,,,1
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,12/1/2022,QZ9QQ2200104,"1,230",42.7,"511,421,362","37,923","17,851,037",75.0,"265,678,775","844,731","68,003","17,455,943","204,148,897",57,24.0,227,5,9.0,"1,456,328",8.0,"27,745,557","3,997",,"739,587",,1
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51.7,"711,861,577","84,611","28,656,289",69.0,"1,359,220,447","4,586,141","611,826","17,295,595","185,706,534","136,934,639",133.0,"12,356",18,25.0,"360,047",28.0,"111,865,989","16,392","5,576,102","1,522,049",,0
Whoopty,Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,"775,664,145","213,464","28,998,615",61.0,"810,607,861","8,889,460","2,403,279","506,491,179","4,864,435,271","144,018,344",158.0,"1,644",533,31.0,"74,337",15.0,"60,410,875","41,096","59,294,063","6,422,051",,1
Beautiful As You,Beautiful As You,Thomas Rhett,5/10/2024,QZRD92405047,"3,316",23.8,"9,327,924",878,"21,394,629",72.0,"875,363","15,615",,,,,14.0,"8,050",23,,,30.0,"4,571,242",391,,"41,301",,0
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401991,13,316.3,"221,636,195","13,800","197,280,692",92.0,"40,022,524","1,307,290","195,300","45,889,000","360,017,000","342,107,131",244.0,"41,344",45,138.0,"38,243,636",163.0,"1,354,692","1,219","1,313,357","450,344",,0
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/2022,USUM72214628,"3,254",24.1,"245,582,383","50,023","10,033,886",65.0,"100,812,283","754,232","28,407","6,489,257","97,281,914","319,953,187",19.0,"5,593",75,6.0,"272,667",3.0,"2,377,785",259,,"313,095",,0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,GBARL2300798,561,64.2,"226,519,256","43,558","87,204,848",75.0,"51,312,470","504,978","1,946","80,070","2,439,093","524,372,800",89.0,"133,567",35,98.0,"1,777,050",31.0,"3,204,383",408,"4,424,240","2,178,835",,0
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,USUM72001714,889,51.2,"1,295,251,940","197,036","39,104,125",67.0,"380,793,694","4,733,751","1,099,556","147,484,414","1,065,757,953","142,871,159",121.0,"133,128",135,40.0,"79,824",15.0,"97,563,481","165,056",,"2,786,545",,1
Rude,Rude,MAGIC!,7/23/2013,TCABP1349192,"2,650",27.4,,"1,472","287,308",,"2,541,095,833","12,472,238",,,,"1,743,156,344",,,,,,,,,,,,0
BAND4BAND,BAND4BAND (Official Video),Central Cee,6/6/2024,USSM22401074,874,51.6,"86,144,467",1,24,,,,,,,,,,,,,,,,,,,1
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2/23/2023,USAT22302147,"4,418",19.9,"96,288,883","37,394","7,850,736",63.0,"8,545,326","113,402","1,928","593,460","2,917,500","184,211,408",10.0,278,4,6.0,"31,909",,"527,188",363,"2,021,849","190,951",,1
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,USUG11802481,"3,894",21.6,"630,863,087","164,540","26,346,726",71.0,"93,297,998","924,489","2,782","830,969","9,867,664","8,322,108",34.0,"1,753",62,8.0,"45,047",20.0,"8,811,139","20,609",,"1,411,636",,1
Locked Away (feat. Adam Levine),Locked Away,R. City,6/29/2015,USRC11501369,"1,355",40.3,"990,518,773","143,056","48,490,958",75.0,"1,273,135,552","7,854,653","222,164","48,742,043","348,767,238","1,667,819,767",101.0,"65,547",30,34.0,"99,938",6.0,"555,577,156","100,262",,"17,627,794",,0
"Tu Juliet Jatt Di ( From ""Jatt & Juliet 3"")","Tu Juliet Jatt Di ( From ""Jatt & Juliet 3"")",Diljit Dosanjh,5/24/2024,INM432400129,"4,547",19.5,"1,633,647",160,"2,592,948",,"9,700,826","164,575",,,,"19,904,542",8.0,29,,,,4.0,,,,"5,598",,0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208792,"1,191",43.4,"325,654,069","108,296","18,764,224",71.0,"21,886,334","217,873",,3,19,"7,326,120",15.0,311,,4.0,"73,801",6.0,"2,079,133","1,461",,"660,445",,1
Mockingbird,Mockingbird,Tiï¿½ï¿,5/3/2024,NLZ542400299,"4,489",19.7,"14,349,985","2,714","28,814,412",75.0,"880,904","20,629",,,,"126,807,656",10.0,"1,050",80,20.0,"881,852",15.0,"250,357",65,"96,009","86,982",,0
Moonlight,?,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,"1,885,431,727","241,112","41,330,643",77.0,"1,607,650,475","24,201,486","275,009","36,219,008","300,772,720","160,456,727",66.0,"16,859",2,41.0,"344,324",15.0,"138,948,996","311,466","80,552,486","3,644,968",,1
Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,USSM11506747,"2,627",27.5,"1,435,372,572","239,555","84,147,867",80.0,"450,121,249","5,511,534","252,108","196,480,803","1,122,697,302","8,013,039",47.0,81,,24.0,"84,882",3.0,"32,313,966","41,491",,"3,422,693",,0
Bad boy,Bad boy,Marwa Loud,1/1/2018,FR7IX1800130,"3,639",22.5,"228,588,822","55,077","5,070,531",63.0,"526,305,086","5,736,409","2,331,929","348,414,974","3,551,204,518","231,380",12.0,"8,461",,9.0,"15,135",4.0,"197,001","1,063",,"4,386,468",,0
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,10/17/2019,USQX91902708,"1,483",38.1,"1,145,402,792","134,427","81,562,006",69.0,"96,493,850","756,954","775,324","147,160,931","947,802,755","68,389",179.0,"131,938",290,72.0,"482,672",35.0,"92,421,060","57,696","20,375,650","3,815,615",,0
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,USUG11802308,"2,231",30.3,"306,221,125","61,432","15,468,892",58.0,"635,706,453","4,888,312","126,257","15,711,039","90,607,937","272,146,133",50.0,"15,637",102,24.0,"194,800",12.0,"76,691,389","37,017","25,647,174","2,066,390",,1
Mï¿½ï¿½,Mï¿½ï¿½,Nio Garcia,2/22/2019,QM4TW1972660,"4,015",21.3,"76,516,847","14,310","2,814,938",48.0,"865,812,768","3,458,107","7,543","422,844","4,319,903","14,012,477",3.0,107,10,1.0,619,5.0,"21,806,073","4,406",,"198,643",,1
