isbn,title,author,amazon_price,amazon_rating,flipkart_price,flipkart_rating
8129124912,My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,180,4.7,112,4.6
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
9382618341,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,282,4.4,282,4.4
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9387067548,Indian Art and Culture,by Nitin Singhania,412,4.5,390,4.6
8172344503,Pride & Prejudice,by Jane Austen,79,4.3,182,4.4
8184002807,Poor Economics: Rethinking Poverty & the Ways to End it,by Abhijit V. Banerjee,419,4.5,465,4.6
1847946240,"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,286,4.4 out of 5 stars,305,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9386224585,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,226,4.3,226,4.6
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
9387949222,Objective NCERT at your Fingertips - Biology,Not Available,408,4.7 out of 5 stars,570,4.4
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
9384761141,Lucent's General Science (2018-2019) Session,Not Available,150,4.1 out of 5 stars,183,4.2
8192910997,How to Win Friends and Influence People,Dale Carnegie,79,4.5 out of 5 stars,130,4.5
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
8172235437,Veronika Decides to Die,by Paulo Coelho,186,4.4,209,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
1408855666,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,374,4.7,374,4.7
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
9350853701,Tantri the Mantri - 4,by Rajani Thindiath,76,4.0,79,4.4
1408855658,Harry Potter and the Philosopher's Stone,by J.K. Rowling,299,4.7,234,4.6
8125026517,Prarambhik Bharat Ka Parichay,by Ram Sharan Shar,202,4.5,202,4.3
9386224585,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,226,4.3,226,4.6
8129118920,Great Stories for Children,by Ruskin Bond,182,4.4,118,4.4
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9382951717,You Can Win: A step by step tool for top achievers,by Shiv Khera,232,4.6,232,4.5
9332585601,Computer System Architecture 3e (Update) by Pearson,by Mano M Morris,446,4.3,446,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9311121266,Objective Computer Awareness,by Arihant Experts,78,4.0,78,4.3
1526603330,Circe: The Sunday Times Bestseller,by Madeline Miller,364,4.3,388,4.5
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
9352864964,Legal Awareness and Legal Reasoning: For CLAT and Other Law Entrance Examinations...,by A. P. Bhardwaj,412,4.4,412,4.5
8120340957,Heat Treatment: Principles and Techniques,by Rajan T.V,254,4.5,344,4.4
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8129149052,The Coalition Years,by Pranab Mukherjee,325,3.6,331,4.6
9351776425,Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,433,4.3,468,4.6
9352606221,Geography of India,by Majid Husain,460,4.1,498,4.5
9388026586,24 Years UPSC IAS/ IPS Prelims Topic-wise Solved Papers 1 & 2 (1995-2018),Disha Experts,270,4.3 out of 5 stars,325,4.5
8193284186,Rekha: The Untold Story,by Yasser Usman,256,3.7,239,4.3
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
8186775552,Sochiye Aur Amir Baniye (Think and Grow Rich),by Napoleon Hill,158,4.2,112,4.2
1784703931,Homo Deus: A Brief History of Tomorrow,by Yuval Noah Harari,344,4.5,270,4.5
8129142147,One Indian Girl,Chetan Bhagat,96,3.6 out of 5 stars,112,4.2
8184959893,Little Black Book for Stunning Success + Tools for Action Mastery,by Robin Sharma,220,4.4,220,4.4
9352779843,Devil's Advocate: The Untold Story,by Karan Thapar,370,4.1,417,4.6
8184951191,The Leader Who Had No Title,by Robin Sharma,189,4.4,160,4.4
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
1473635306,Born a Crime: Stories from a South African Childhood,by Trevor Noah,388,4.8,299,4.7
8172234902,Tell Me your Dreams,by Sidney Sheldon,209,4.4,209,4.5
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
1473635306,Born a Crime: Stories from a South African Childhood,by Trevor Noah,388,4.8,299,4.7
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9350944308,Handbook of Computer Science & IT,by Surbhi Mitra,190,3.9,120,4.2
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
1473684587,The Reckoning,by John Grisham,247,3.2,247,4
8172343116,Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,99,4.4,166,4.5
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
1471131823,The 7 Habits of Highly Effective People,Not Available,311,4.0 out of 5 stars,373,4.4
9312149547,All  in One English Communicative CBSE Class 10  (based on textbook Literature...,by Gajendra Singh,235,4.5,260,4.5
9386224046,7 Secrets of Shiva,by Devdutt Pattanaik,244,4.3,244,4.6
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
1471143953,Dork Diaries: TV Star,by Rachel Renee Russell - Import,308,4.8,203,4.6
8185986002,Swami and Friends,by R. K. Narayan,114,4.6,112,4.4
9350571099,Children's Encyclopedia - The World of Knowledge: Familiarising Children with...,by V&S Editorial Board,643,4.0,975,4.2
8175994479,12 Years a Slave,by Solomon Northup,99,4.5,140,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172234937,The Other Side of Midnight,by Sidney Sheldon,209,4.3,209,4.5
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
1862305277,The Boy in the Striped Pyjamas (Definitions),by John Boyne,350,4.6,372,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
9386323567,Quick General Knowledge 2018 with Current Affairs Update,by Disha Experts,37,3.4,50,4.2
1847946240,"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,286,4.4 out of 5 stars,305,4.4
9352779290,Eleventh Hour,by S. Hussain Zaidi,160,4.0,169,4.5
8192910903,1984,George Orwell,88,4.4 out of 5 stars,99,4.5
9313169886,Current Affairs Yearly  2019,Not Available,124,5.0 out of 5 stars,124,4.7
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
9313169886,Current Affairs Yearly  2019,Not Available,124,5.0 out of 5 stars,124,4.7
9388036662,Oswaal CBSE Sample Question Paper Class 10 Science (For March 2019 Exam),Oswaal Editorial Board,127,4.3 out of 5 stars,133,4.6
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8186775811,The Business School,by Robert T. Kiyosaki,108,4.5,154,4.5
8187107588,365 Pancharantra Stories,by OM Books,357,4.1,396,4.4
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
8184005210,How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,242,4.4,255,4.3
8172234902,Tell Me your Dreams,by Sidney Sheldon,209,4.4,209,4.5
1408855658,Harry Potter and the Philosopher's Stone,by J.K. Rowling,299,4.7,234,4.6
8171673406,The Blue Umbrella,by Ruskin Bond,95,4.4,55,4.4
9382618341,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,282,4.4,282,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172234864,Bloodline,by Sidney Sheldon,280,4.3,280,4.5
9384761540,General Knowledge,Not Available,156,4.4 out of 5 stars,180,4.4
9386228580,Sanjay Dutt: The Crazy Untold Story of Bollywood’s Bad Boy,by Yasser Usman,293,4.2,264,4.5
9313163292,40 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Physics,DC. Pandey,191,4.1 out of 5 stars,237,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9381626812,Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,244,4.1,244,4.3
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
9386867508,Emotion and Relationships,Sadhguru,138,4.7 out of 5 stars,159,4.6
8129124912,My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,180,4.7,112,4.6
9311121924,CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19,by Arihant Experts,92,4.5,92,4.4
8193237234,Indian Superfoods: Change the Way You Eat,by Rujuta Diwekar,269,4.1,225,4.3
8129118920,Great Stories for Children,by Ruskin Bond,182,4.4,118,4.4
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
8184005849,You’re the Password to My Life,by Sudeep Nagarkar,102,4.2,131,4.3
9351160092,Unbreakable,by Mary Kom,145,4.6,145,4.5
9350947900,Know Your State - Himachal Pradesh,by Arihant Experts,185,4.1,176,4.3
9312140329,CTET & TETs Previous Year' Solved papers Mathematics & Science Class VI-VIII,by Arihant Experts,122,3.5,149,4.2
9351035492,Geronimo Stilton and the Kingdom of Fantasy #7: The Enchanted Charms,by Geronimo Stilton - Illustrated,373,4.7,392,4.5
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
8175994479,12 Years a Slave,by Solomon Northup,99,4.5,140,4.4
9351037703,Geronimo Stilton Journey Through Time 3,by Geronimo Stilton - Import,392,4.7,392,4.5
1471158039,Dork Diaries Frenemies Forever,by Rachel Renee Russell,182,4.6,172,4.4
8129124912,My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,180,4.7,112,4.6
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
8193769716,Manorama Yearbook 2019 ( English),Not Available,228,4.5 out of 5 stars,228,4.6
9387067572,Programming and Problem Solving with Python,by Ashok Namdev Kamthane,519,4.8,416,4.4
9386348713,The Ancient Science of Mantras,by Om Swami,394,4.6,298,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8172234791,The Stars Shine Down,by Sidney Sheldon,218,3.9,218,4.4
8172345135,Metamorphosis,by Franz Kafka,69,4.2,94,4.4
8172234937,The Other Side of Midnight,by Sidney Sheldon,209,4.3,209,4.5
8184007485,The Great Indian Diet,by Shilpa Shetty Kundra,161,4.0,161,4
1848547927,"Big Data: A Revolution That Will Transform How We Live, Work and Think",by Viktor Mayer-Schonberger,255,3.8,275,4.3
9386036452,It's All in the Planets,by Preeti Shenoy,167,4.3,196,4.3
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9352607996,Object-Oriented Programming with C++,by E Balagurusamy,371,4.5,371,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
8129137429,Making India Awesome: New Essays and Columns,by Chetan Bhagat,100,3.8,112,4.1
1260142655,"CISSP All-in-One Exam Guide, Eighth Edition",by Shon Harris - Import,4,3.7,5201, 
1408855674,Harry Potter and the Prisoner of Azkaban (Harry Potter 3),by J.K. Rowling,374,4.4,314,4.6
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
9386224399,This Is Not Your Story,by Savi Sharma,100,4.5,125,4.3
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
8192910997,How to Win Friends and Influence People,Dale Carnegie,79,4.5 out of 5 stars,130,4.5
9350290820,Rumi A New Translation,by Farrukh Dhondy,238,4.1,238,4.5
8192910997,How to Win Friends and Influence People,Dale Carnegie,79,4.5 out of 5 stars,130,4.5
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
9387067718,Bharatiya Kala Evam Sanskriti,by Nitin Singhania,370,4.6,370,4.5
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8192910903,1984,George Orwell,88,4.4 out of 5 stars,99,4.5
8172234864,Bloodline,by Sidney Sheldon,280,4.3,280,4.5
9384761141,Lucent's General Science (2018-2019) Session,Not Available,150,4.1 out of 5 stars,183,4.2
1408855658,Harry Potter and the Philosopher's Stone,by J.K. Rowling,299,4.7,234,4.6
1784703931,Homo Deus: A Brief History of Tomorrow,by Yuval Noah Harari,344,4.5,270,4.5
8123027389,India 2018: A Reference Annual,by Publication Division,333,3.8,345,4.4
9386323567,Quick General Knowledge 2018 with Current Affairs Update,by Disha Experts,37,3.4,50,4.2
8172234902,Tell Me your Dreams,by Sidney Sheldon,209,4.4,209,4.5
8172234937,The Other Side of Midnight,by Sidney Sheldon,209,4.3,209,4.5
8183225705,Unposted Letter,by Mahatria Ra,218,4.7,218,4.6
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
9352685482,Harappa - Curse of the Blood River,by Vineet Bajpai,185,4.1,132,4.4
9352607996,Object-Oriented Programming with C++,by E Balagurusamy,371,4.5,371,4.5
8184951191,The Leader Who Had No Title,by Robin Sharma,189,4.4,160,4.4
9380480016,"The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles",by Bruce Lipton,210,4.4,210,4.3
8172343116,Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,99,4.4,166,4.5
9351500616,"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",by Robin Banerjee,360,3.5,360,4.6
8183221785,Lakshya (Goals) (Hindi),by Brian Tracy,202,4.5,150,4.3
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
1473635306,Born a Crime: Stories from a South African Childhood,by Trevor Noah,388,4.8,299,4.7
1849838399,The Magic,by Rhonda Byrne,230,4.6,255,4.4
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
9350097605,Indian Mammals: A Field Guide,by Vivek Menon,775,4.8,777,4.6
9386867508,Emotion and Relationships,Sadhguru,138,4.7 out of 5 stars,159,4.6
9386850575,Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,293,4.9,327,4.7
9350295725,Headley And I,by S. Hussain Zaidi,247,3.5,280,4.2
9386224585,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,226,4.3,226,4.6
8182744466,Copycat Marketing 101,by Burke Hedges,90,4.2,125,4.3
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9350294311,"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",by Anil Lamba,477,4.5,477,4.5
9382951717,You Can Win: A step by step tool for top achievers,by Shiv Khera,232,4.6,232,4.5
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
1408844486,Eat Pray Love: One Woman's Search for Everything,by Elizabeth Gilbert,364,4.2,388,4.4
1408855658,Harry Potter and the Philosopher's Stone,by J.K. Rowling,299,4.7,234,4.6
9388036689,Oswaal CBSE Sample Question Paper Class 10 Mathematics (For March 2019 Exam),Oswaal Editorial Board,127,4.4 out of 5 stars,139,4.5
8192910911,Think and Grow Rich,Napoleon Hill,64,4.6 out of 5 stars,94,4.5
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
9351776425,Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,433,4.3,468,4.6
9312148311,CBSE All  in One Chemistry CBSE Class 11 for 2018 - 19,by Preeti Gupta,307,4.4,307,4.4
9351380424,A Background to the study of English Literature: Revised Edition,by Brijadish Prasad,175,3.8,216,3.9
9385887750,The Hunt for the Secret Papyrus (Geronimo Stilton),by Geronimo Stilton - Import,328,4.6,328,4.5
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
1409151638,The Key to Living the Law of Attraction: The Secret to Creating the Life of Your...,by Jack Canfield,228,4.7,216,4.7
1408855666,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,374,4.7,374,4.7
9352831802,Physics for Class 10 (2019 Exam),by Lakhmir Singh,320,4.3,320,4.5
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9381626340,The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi - Abridged,244,4.6,244,4.6
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
8131252914,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,582,5.0,631,5
9351777499,"India's Wars: A Military History, 1947-1971",by Arjun Subramaniam,415,4.5,473,4.6
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
1409167178,The Three Secret Cities (Jack West Series),by Matthew Reilly,388,4.4,388,5
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
9387660400,10 Last Years Solved Papers: CBSE Class 10 for 2019 Examination,Not Available,357,4.0 out of 5 stars,390,4.3
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8183220142,The Definitive Book of Body Language,by Allan Pease,255,4.4,299,4.4
1471158039,Dork Diaries Frenemies Forever,by Rachel Renee Russell,182,4.6,172,4.4
9312149601,All In One Science - Class 10 (2018-19 Session),by Arihant Experts,298,4.4,274,4.5
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
8129142147,One Indian Girl,Chetan Bhagat,96,3.6 out of 5 stars,112,4.2
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8184950888,The Art of War,by Sun Tzu,175,4.3,210,4.3
1408855666,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,374,4.7,374,4.7
8120352394,Textbook of Fabric Science: Fundamentals to Finishing,by Sekhri Seema,275,4.8,265,4.5
8184005210,How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,242,4.4,255,4.3
8175994258,3 and a Half Murders: An Inspector Saralkar Mystery,by Salil Desai,189,4.4,188,4.5
9312148389,CBSE All  In One Economics Class 11 for 2018 - 19,by Arihant Experts,264,3.6,315,4.2
9387504832,Oswaal CBSE Question Bank Class 9 Science Chapterwise and Topicwise (For March...,by Oswaal Editorial Board,295,4.6,265,4.4
8175994193,Macbeth,by William Shakespeare,99,4.3,117,4.4
9380349300,Life is What You Make It,Preeti Shenoy,75,4.0 out of 5 stars,86,4.1
9350712539,The 7 Laws of Clearing CA Final,by Nitin Soni,119,4.5,119,4.4
8172234902,Tell Me your Dreams,by Sidney Sheldon,209,4.4,209,4.5
9352606949,How to Prepare for Logical Reasoning for CAT,by Arun Sharma,398,4.0,451,4.5
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
1509808361,The Jungle Book (First Stories),by Miriam Bos,224,4.4,186,4.8
8184959893,Little Black Book for Stunning Success + Tools for Action Mastery,by Robin Sharma,220,4.4,220,4.4
8120343891,A History of Political Thought: Plato to Marx,by Mukherjee,329,3.7,316,4.3
1408855674,Harry Potter and the Prisoner of Azkaban (Harry Potter 3),by J.K. Rowling,374,4.4,314,4.6
9351772071,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,105,4.6 out of 5 stars,118,4.5
9386850575,Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,293,4.9,327,4.7
9387022080,Be My Perfect Ending,by Arpit Vageria,87,4.4,101,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8175994258,3 and a Half Murders: An Inspector Saralkar Mystery,by Salil Desai,189,4.4,188,4.5
8175994479,12 Years a Slave,by Solomon Northup,99,4.5,140,4.4
9351343200,Programming with Java,by Balagurusamy,474,4.2,480,4.3
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
8192910962,The Power of your Subconscious Mind,Joseph Murphy,65,4.5 out of 5 stars,94,4.5
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
8179922308,Family Wisdom From The Monk Who Sold His Ferrari,by Robin Sharma,214,4.3,200,4.4
9352779258,"The Spy Chronicles: RAW, ISI and the Illusion of Peace",by A.S. Dulat - Illustrated,477,3.5,477,4.5
8175994401,Before You Start Up: How to Prepare to Make Your Startup Dream a Reality,by Pankaj Goyal,179,4.6,188,4.3
9311124567,CCC (Course on Computer Concepts),by Arihant Experts,94,3.8,94,4.2
9386224445,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,162,4.1,162,4.4
9351777499,"India's Wars: A Military History, 1947-1971",by Arjun Subramaniam,415,4.5,473,4.6
9351776425,Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,433,4.3,468,4.6
9352779843,Devil's Advocate: The Untold Story,by Karan Thapar,370,4.1,417,4.6
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8192910911,Think and Grow Rich,Napoleon Hill,64,4.6 out of 5 stars,94,4.5
9312149008,CBSE All  in One Chemistry CBSE Class 12 for 2018 - 19,by Indu Gupta,260,4.4,260,4.5
1405206209,The Crab with Golden Claws (Tintin),by Herge,279,4.7,285,4.8
8184955693,SSB Interview: The Complete Guide,by Dr. N.K. Natarajan,148,4.4,148,4.3
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
9313169886,Current Affairs Yearly  2019,Not Available,124,5.0 out of 5 stars,124,4.7
9312149091,CBSE All  In One Computer Science CBSE Class 12 for 2018 - 19,by K. Ganesh Ayyer,232,4.2,232,4.5
9380349246,Nothing Lasts Forever,by Vish Dhamija,105,3.9,105,4.3
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
1849838399,The Magic,by Rhonda Byrne,230,4.6,255,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8129118920,Great Stories for Children,by Ruskin Bond,182,4.4,118,4.4
8185986010,The Bachelor of Arts,by R. K. Narayan,90,4.4,117,4.3
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
9386224399,This Is Not Your Story,by Savi Sharma,100,4.5,125,4.3
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
8184001630,IIMA - Day to Day Economics,by Satish Y. Deodhar,173,4.4,173,4.4
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8175993952,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,88,4.5 out of 5 stars,125,4.4
8192910911,Think and Grow Rich,Napoleon Hill,64,4.6 out of 5 stars,94,4.5
1784758248,Trump: The Art of the Deal,by Donald Trump,320,4.0,320,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9352603869,Bharat Ki Rajvayvastha,M. Laxmikanth,381,4.5 out of 5 stars,385,4.5
1879505622,In the Blink of An Eye: 2nd Edition,by Walter Murch,829,4.3,679,4.6
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9382665889,You are My Reason to Smile,by Arpit Vageria,88,4.4,101,4.3
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
